CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50062884,MEKONG BK,Brooklyn,250,DEKALB AVENUE,11205,3479873712,Vietnamese/Cambodian/Malaysia,12/27/2017,Violations were cited in the following area(s).,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Y,12,A,12/27/2017,04/12/2020,Cycle Inspection / Initial Inspection,40.689450835157,-73.968949713247,302,35,019700,3055283,3019290018,BK69
40365577,V & T RESTAURANT,Manhattan,1024,AMSTERDAM AVENUE,10025,2126668051,Italian,01/24/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,26,,,04/12/2020,Cycle Inspection / Initial Inspection,40.803329420525,-73.963611914951,109,07,019900,1056908,1018820028,MN09
50018903,NORTHERN TIGER,Manhattan,225,LIBERTY STREET,10280,2127860316,Chinese,07/02/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,18,,,04/12/2020,Cycle Inspection / Initial Inspection,40.711530166285,-74.015672785414,101,01,031703,1000058,1000160125,MN25
50080323,IMMANUEL RESTAURANT,Brooklyn,799,STANLEY AVENUE,11207,7182723210,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",07/29/2019,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,12,A,07/29/2019,04/12/2020,Cycle Inspection / Re-inspection,40.661246754576,-73.879506349652,305,42,111600,3097716,3043590028,BK82
50011100,XOCHIL PIZZA,Brooklyn,4613,5 AVENUE,11220,7184352288,Pizza,08/09/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,17,,,04/12/2020,Cycle Inspection / Initial Inspection,40.647201651741,-74.008118897448,307,38,009600,3011952,3007570104,BK34
50073713,KARAOKE BOHO,Manhattan,152,ORCHARD STREET,10002,2127770102,Korean,12/02/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,9,A,12/02/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.720720183542,-73.988888639603,103,01,003001,1005343,1004110004,MN27
50070024,EL SAN JUAN,Manhattan,1429,5 AVENUE,10035,6466660970,Spanish,07/16/2019,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Y,71,C,07/16/2019,04/12/2020,Cycle Inspection / Re-inspection,40.800992293719,-73.946203587891,111,09,018400,1087437,1016220073,MN34
40368725,CAFE RIAZOR,Manhattan,245,WEST   16 STREET,10011,2127272132,Spanish,02/15/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,02/15/2018,04/12/2020,Cycle Inspection / Re-inspection,40.740439115543,-74.000025260594,104,03,008100,1013798,1007660016,MN13
50072517,DELICIAS CALENAS ASTORIA,Queens,2255,31ST ST,11105,7184339565,Spanish,04/19/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,A,04/19/2018,04/12/2020,Pre-permit (Operational) / Re-inspection,40.774981170663,-73.912076226571,401,22,011500,4017050,4008330013,QN72
40720599,PEKING DUCK HOUSE,Manhattan,28,MOTT STREET,10013,2122271810,Chinese,01/22/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,31,,,04/12/2020,Cycle Inspection / Initial Inspection,40.714627330465,-73.998802391842,103,01,002900,1001692,1001620015,MN27
50073223,GREEN GARDEN,Queens,2220,154TH ST,11357,7184451215,Chinese,09/12/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,11,A,09/12/2018,04/12/2020,Cycle Inspection / Re-inspection,40.777993504844,-73.809185217669,407,19,103300,4107052,4047110075,QN49
40513059,LOS ANGELES BAKERY,Brooklyn,729,FLUSHING AVENUE,11206,7187827023,Bakery,08/09/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,15,,,04/12/2020,Cycle Inspection / Initial Inspection,40.700549157217,-73.943385334801,301,33,050700,3061518,3022760043,BK75
50017056,SILVER SPOON DINER,Queens,5821,JUNCTION BLVD,11373,7183933000,American,10/16/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,79,,,04/12/2020,Cycle Inspection / Initial Inspection,40.73521885262,-73.865097330297,404,21,045500,4047312,4019180025,QN25
41469010,MOMENTO RESTAURANT,Queens,2513,QUEENS PLAZA NORTH,11101,7187868297,Spanish,10/11/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,12,A,10/11/2017,04/12/2020,Cycle Inspection / Re-inspection,40.750801310952,-73.939881220293,401,26,003300,4005006,4004150004,QN68
50008904,TITO RADS GRILL,Queens,4910,QUEENS BLVD,11377,7182057299,Filipino,03/08/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,9,A,03/08/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.742790547751,-73.915630220862,402,26,023500,4052834,4022820026,QN31
41286915,PIZZA HUT,Bronx,2829,EDSON AVENUE,10469,7183200126,Pizza,04/02/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,7,A,04/02/2018,04/12/2020,Cycle Inspection / Re-inspection,40.869371269613,-73.833682225274,212,12,046202,2062769,2048000018,BX13
50050603,HOME DELI & CATERING,Queens,7135,73RD PL,11385,7186284005,Delicatessen,08/21/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,41,,,04/12/2020,Cycle Inspection / Initial Inspection,40.704402185414,-73.876268575037,405,30,063301,4092639,4038110034,QN19
50097472,TACOVISION,Manhattan,244,EAST   53 STREET,10022,6469211990,Mexican,03/11/2020,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,17,Z,03/11/2020,04/12/2020,Pre-permit (Operational) / Re-inspection,40.757251904812,-73.968358502429,106,04,009800,1038533,1013260030,MN19
40782999,WENDY'S,Staten Island,26,RICHMOND HILL ROAD,10314,7187613950,Hamburgers,04/12/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,13,A,04/12/2018,04/12/2020,Cycle Inspection / Initial Inspection,40.58836974131,-74.16660894131,502,51,027702,5107374,5024000077,SI24
41046492,CAFE EXCHANGE,Manhattan,49,BROADWAY,10006,2124255000,American,11/20/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,43,,,04/12/2020,Cycle Inspection / Initial Inspection,40.70648564151,-74.012750077693,101,01,001300,1000806,1000200013,MN25
40382877,OCEAN DRAGON RESTAURANT,Manhattan,877,10 AVENUE,10019,2122457210,Chinese,01/03/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,18,,,04/12/2020,Cycle Inspection / Initial Inspection,40.769373783907,-73.988378668796,104,06,013500,1027078,1010860030,MN15
50013258,JOE'S PIZZA AND PASTA RESTAURANT,Queens,9508,JAMAICA AVE,11421,7188052220,Pizza,11/29/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,24,,,04/12/2020,Cycle Inspection / Initial Inspection,40.694253966757,-73.850290735028,409,32,002000,4184380,4089360004,QN53
50084838,HONGBAO RESTAURANT,Brooklyn,4915,8 AVENUE,11220,9173066664,Chinese,05/15/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,11,A,05/15/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.641522940986,-74.003260974017,312,38,010800,3137522,3056370001,BK34
40601159,PERFECTO PIZZERIA,Manhattan,2479,BROADWAY,10025,2127216130,Pizza/Italian,02/28/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,12,A,02/28/2018,04/12/2020,Cycle Inspection / Re-inspection,40.792229631304,-73.973553172118,107,06,017900,1033611,1012400010,MN12
50039585,THE DOUGHNUT PROJECT,Manhattan,10,MORTON STREET,10014,2126915000,Donuts,06/06/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,23,,,04/12/2020,Cycle Inspection / Initial Inspection,40.731326444286,-74.003532389578,102,03,006700,1009916,1005860057,MN23
50070589,OCHA THAI CUISINE,Queens,12432A,QUEENS BLVD,11415,7182610008,Thai,10/17/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,19,B,10/17/2018,04/12/2020,Cycle Inspection / Re-inspection,40.712646888175,-73.827011990931,409,29,021600,4080161,4033590023,QN60
50003183,INWOOD GOURMET,Manhattan,95,COOPER STREET,10034,6466492627,Greek,07/24/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,A,07/24/2017,04/12/2020,Cycle Inspection / Initial Inspection,40.868641219317,-73.921283882988,112,10,030300,1064992,1022420036,MN01
41371323,HO MEI CHINESE RESTAURANT,Brooklyn,222,MALCOM X BOULEVARD,11221,7184436087,Chinese,08/06/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,18,,,04/12/2020,Cycle Inspection / Initial Inspection,40.6855660308,-73.929591970384,303,36,029500,3045826,3016560038,BK35
50099734,THE LCL,Manhattan,212,EAST   42 STREET,10017,2124054399,American,01/24/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,41,N,,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.750449000416,-73.973732237031,106,04,008800,1037547,1013150044,MN19
50075178,COMPADRES 77 MEXICAN RESTAURANT,Queens,11518,QUEENS BLVD,11375,9294993139,Mexican,12/23/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,17,,,04/12/2020,Cycle Inspection / Initial Inspection,40.716296489697,-73.833795124058,406,29,076902,4079940,4033420037,QN17
50035344,RADHUNI SWEETS & RESTAURANT,Brooklyn,483,MCDONALD AVENUE,11218,7189720072,Bangladeshi,01/31/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,30,C,01/31/2018,04/12/2020,Cycle Inspection / Re-inspection,40.642245743819,-73.97932411873,312,39,048600,3125295,3053530089,BK41
50004028,CHIPOTLE MEXICAN GRILL,Manhattan,28,WEST   40 STREET,10018,2123020650,Mexican,08/23/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,10,A,08/23/2017,04/12/2020,Cycle Inspection / Initial Inspection,40.752679493914,-73.983003702603,105,04,008400,1016054,1008410066,MN17
50087766,LIDIA'S PLAY CAFE,Queens,7106,FRESH POND RD,11385,3478895001,Café/Coffee/Tea,06/26/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,06/26/2019,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.701675995161,-73.894890681457,405,30,058300,4085329,4035380023,QN20
41545605,KAVA CAFE,Manhattan,803,WASHINGTON STREET,10014,2122557495,Café/Coffee/Tea,08/22/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,47,,,04/12/2020,Cycle Inspection / Initial Inspection,40.738964893417,-74.008075993548,102,03,007900,1078363,1006430038,MN23
41563691,ECUADORIAN RESTAURANT II,Queens,3406,36 AVENUE,11106,3475071286,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",01/07/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,01/07/2020,04/12/2020,Cycle Inspection / Initial Inspection,40.755374974966,-73.927204228542,401,26,005500,4009497,4006340034,QN68
50006705,FIVE STAR FISH & CHIPS,Brooklyn,521,STANLEY AVENUE,11207,9179665500,American,04/18/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,10,A,04/18/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.657128266795,-73.889075588719,305,42,110400,3097671,3043470030,BK82
41243535,EMPIRE CORNER II,Manhattan,1415,5 AVENUE,10029,2124105756,Chinese,08/01/2019,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,9,A,08/01/2019,04/12/2020,Cycle Inspection / Re-inspection,40.800487432208,-73.946572413814,111,09,018400,1051660,1016210069,MN34
50050546,MISSION CEVICHE,Manhattan,353,WEST   14 STREET,10014,3478216359,Seafood,03/19/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,03/19/2018,04/12/2020,Cycle Inspection / Initial Inspection,40.740417084329,-74.004095823603,104,03,008300,1078483,1007380008,MN13
50065726,LINCOLN FRIED CHICKEN,Manhattan,576,WEST  125 STREET,10027,2126625489,Chicken,03/12/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,15,,,04/12/2020,Cycle Inspection / Initial Inspection,40.815272619787,-73.95794782429,109,07,021100,1059689,1019800075,MN09
40605511,DOMINO'S,Manhattan,409,WEST  125 STREET,10027,2122803200,Pizza,08/20/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,17,,,04/12/2020,Cycle Inspection / Initial Inspection,40.811587862688,-73.954511033458,109,07,020901,1059550,1019660066,MN09
50048386,MAMMA LUCIANA'S,Queens,1511,COLLEGE POINT BLVD,11356,7184456262,Pizza/Italian,01/10/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,29,,,04/12/2020,Cycle Inspection / Initial Inspection,40.784034852866,-73.84580540204,407,19,092500,4098329,4040840011,QN23
41443815,DOWNTOWN GALWAY HOOKER,Manhattan,133,7 AVENUE SOUTH,10014,2126756220,Irish,10/09/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,50,,,04/12/2020,Cycle Inspection / Initial Inspection,40.734565299151,-74.002244385625,102,03,007300,1010836,1006110033,MN23
41564778,MELA'S CAFE,Bronx,1735,WASHINGTON AVENUE,10457,7189012181,Spanish,03/06/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,27,,,04/12/2020,Cycle Inspection / Initial Inspection,40.843148281661,-73.900253922366,206,15,016500,2009516,2029070059,BX01
41389636,FRANKIE'S TAVERN,Bronx,5670,MOSHOLU AVENUE,10471,7185499992,American,10/04/2016,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,9,,,04/12/2020,Cycle Inspection / Initial Inspection,40.905289808159,-73.901307091884,208,11,033700,2084805,2058481761,BX22
41505982,TROPICAL JADE GARDEN RESTAURANT,Queens,10801,LIBERTY AVENUE,11419,7186414168,Chinese,03/10/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,23,B,03/10/2018,04/12/2020,Cycle Inspection / Re-inspection,40.68383899716,-73.833443663476,410,28,009800,4201718,4095130036,QN55
41617377,STARBUCKS,Manhattan,1585,BROADWAY,10036,2125417515,Café/Coffee/Tea,09/06/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,09/06/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.760208690386,-73.985333660578,105,03,012500,1076193,1010197502,MN17
41024987,NEIL'S COFFEE SHOP,Manhattan,961,LEXINGTON AVENUE,10021,2126287474,American,02/27/2020,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,38,,,04/12/2020,Cycle Inspection / Initial Inspection,40.769008915795,-73.963219175429,108,04,012000,1042507,1014040051,MN40
41416298,TOM'S RESTAURANT,Brooklyn,782,WASHINGTON AVENUE,11238,7186369738,American,04/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,04/10/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.674418719006,-73.963120129377,308,35,020700,3029398,3011730046,BK64
41490544,BAR PITTI,Manhattan,268,6 AVENUE,10014,2129823300,Italian,09/06/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,09/06/2018,04/12/2020,Cycle Inspection / Re-inspection,40.729322795774,-74.002356057989,102,03,006500,1008297,1005260016,MN23
50064681,BOBBY SPOT NUVO CAFE,Queens,4701,VAN DAM ST,11101,3476491326,Egyptian,07/07/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,23,B,07/07/2017,04/12/2020,Pre-permit (Operational) / Re-inspection,40.742591228238,-73.933981093675,402,26,019900,4003450,4002530027,QN31
50068253,ICE CREAM HOUSE ON 36,Brooklyn,2,CHURCH AVENUE,11218,7189720222,Jewish/Kosher,11/13/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,11/13/2019,04/12/2020,Cycle Inspection / Re-inspection,40.641222580335,-73.983241191485,312,39,022600,3125055,3053490084,BK88
41456175,SOPHIES'S BISTRO (DAIRY),Brooklyn,1904,CONEY ISLAND AVENUE,11230,7184446222,Jewish/Kosher,02/12/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,02/12/2020,04/12/2020,Cycle Inspection / Initial Inspection,40.611008604383,-73.962582635528,312,44,042000,3175206,3066170033,BK25
41678996,FLAVAS INTERNATIONAL GRILL,Bronx,854,GERARD AVENUE,10451,7182922900,Caribbean,07/11/2019,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Y,9,,,04/12/2020,Cycle Inspection / Initial Inspection,40.826997988362,-73.925224936692,204,08,006300,2002909,2024740040,BX63
50057502,BLUESTONE LANE,Manhattan,90,WATER STREET,10005,2127479082,Café/Coffee/Tea,07/31/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,12,A,07/31/2017,04/12/2020,Cycle Inspection / Initial Inspection,40.704496084848,-74.008389191553,101,01,000700,1000862,1000310034,MN25
50084419,HAPPY GARDEN,Bronx,906,EAST  180 STREET,10460,7189333819,Chinese,12/12/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,10,A,12/12/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.844802637668,-73.882103818554,206,17,036300,2114808,2031220048,BX17
41099497,KAIETEUR EXPRESS RESTAURANT,Queens,12004,LIBERTY AVENUE,11419,7183238748,Caribbean,01/14/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,26,,,04/12/2020,Cycle Inspection / Initial Inspection,40.686598616644,-73.823192841255,410,28,016600,4204289,4095740002,QN55
41486460,RIVER DELI,Brooklyn,2834,COLUMBIA PLACE,,7182549200,Italian,04/20/2019,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,24,,,04/12/2020,Cycle Inspection / Initial Inspection,0,0,,,,,3,
41308270,FRIEDMAN'S LUNCH,Manhattan,75,9 AVENUE,10011,2129297100,American,01/11/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,31,,,04/12/2020,Cycle Inspection / Initial Inspection,40.741869040229,-74.004713006739,104,03,008300,1012541,1007130001,MN13
50043658,HARDEE,Brooklyn,351,MYRTLE AVENUE,11205,3478897210,Chinese,11/14/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,30,,,04/12/2020,Cycle Inspection / Initial Inspection,40.69322573037,-73.972189824625,302,35,018501,3058077,3020440085,BK68
40710411,DONATO'S PIZZERIA RESTAURANT,Queens,5022,39 AVENUE,11377,7185074591,Pizza/Italian,08/13/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,13,A,08/13/2019,04/12/2020,Cycle Inspection / Re-inspection,40.748832608482,-73.913074504463,402,26,016900,4000923,4001290037,QN31
41650784,EAST SIDE BAGEL CAFE,Manhattan,1496,1 AVENUE,10075,2127941655,Bagels/Pretzels,10/25/2019,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",N,22,,,04/12/2020,Cycle Inspection / Initial Inspection,40.771749985305,-73.953105037386,108,05,013200,1046011,1014737503,MN31
50013701,DEVOCION,Brooklyn,69,GRAND STREET,11249,7182856180,Café/Coffee/Tea,01/16/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,7,A,01/16/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.715848867172,-73.964868310996,301,33,055500,3062570,3023780029,BK73
40384671,CHEZ JOSEPHINE,Manhattan,414,WEST   42 STREET,10036,2125941925,French,06/07/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,27,B,06/07/2019,04/12/2020,Cycle Inspection / Re-inspection,40.758705305754,-73.993325757553,104,03,011500,1026332,1010510040,MN15
40367540,PICCOLA VENEZIA,Queens,4201,28 AVENUE,11103,7187218470,Italian,05/11/2019,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Y,96,C,05/11/2019,04/12/2020,Cycle Inspection / Re-inspection,40.76467452834,-73.911974365894,401,22,014300,4012150,4007010006,QN70
50085580,RAMEN & UDON,Queens,13620,ROOSEVELT AVE,11354,7185308779,Chinese,12/13/2018,Violations were cited in the following area(s).,03B,"Shellfish not from approved source, improperly tagged/labeled; tags not retained for 90 days.",Y,13,A,12/13/2018,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.759777908235,-73.829235428489,407,20,085300,4113546,4050190005,QN22
41625593,CRISPY PIZZA,Staten Island,782,RICHMOND TERRACE,10301,7184206050,Italian,06/04/2019,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Y,10,A,06/04/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.644654154771,-74.097862677287,501,49,008100,5001724,5000690103,SI22
41128554,LA NONNA,Manhattan,134,MULBERRY STREET,10013,2123346200,Italian,07/23/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,07/23/2019,04/12/2020,Cycle Inspection / Re-inspection,40.718453521328,-73.997734514258,102,01,004100,1066508,1002377501,MN24
50005784,"ORGANIC FOOD, NATURAL JUICES AND COFFEE SHOP",Queens,9706,ROOSEVELT AVE,11368,9174201425,Spanish,05/29/2019,Establishment re-opened by DOHMH,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,14,C,05/29/2019,04/12/2020,Cycle Inspection / Reopening Inspection,40.749270255321,-73.86827368324,404,21,040900,4040269,4016060070,QN26
50032749,JERRY'S COFFEE SHOP,Bronx,970,LONGWOOD AVENUE,10459,7188238073,Sandwiches,12/19/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,A,12/19/2018,04/12/2020,Cycle Inspection / Initial Inspection,40.817367711552,-73.898020231848,202,08,008500,2005569,2027080046,BX33
50074276,TEXAS CHICKEN AND BURGERS,Queens,12020,QUEENS BLVD,11415,7184803118,Chicken,09/26/2018,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,4,A,09/26/2018,04/12/2020,Pre-permit (Operational) / Re-inspection,40.713641394913,-73.829444264583,409,29,021600,4080149,4033580001,QN60
50079524,DOUGHNUT PLANT,Manhattan,89,EAST   42 STREET,10017,2125053700,Donuts,04/04/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,8,A,04/04/2019,04/12/2020,Cycle Inspection / Re-inspection,40.752093933162,-73.977604354379,105,04,009200,1035381,1012800001,MN19
